dteday,yr,holiday,workingday,temp,atemp,hum,windspeed,casual,registered,cnt,isDaylight,isNoon,relative_temp,relative_atemp,relative_hum,relative_windspeed,Wend_RushHour_High,Wend_RushHour_Med,Wend_RushHour_Low,Wday_RushHour_High,Wday_RushHour_Med,Wday_RushHour_Low,season_fall,season_spring,season_summer,season_winter,weathersit_Acceptable,weathersit_Bad,weathersit_Chaos,weathersit_Good,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weekday_6,weekday_0,weekday_1,weekday_5,weekday_4,weekday_3,weekday_2,hr_6,hr_7,hr_8,hr_9,hr_10,hr_11,hr_12,hr_13,hr_14,hr_15,hr_16,hr_17,hr_18,hr_19,hr_20,hr_21,hr_22,hr_23,hr_0,hr_1,hr_2,hr_3,hr_4,hr_5
2012-04-08,1,0,0,0.5,0.4848,0.25,0.2836,195,209,404,True,True,0.5632653337533856,0.4877041468264881,-0.9598760747912269,0.48128681201189716,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-08,1,0,0,0.54,0.5152,0.24,0.2537,198,259,457,True,True,1.0343544786151566,0.8602725225214123,-1.012306137383218,0.23832021642818868,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-08,1,0,0,0.58,0.5455,0.23,0.1642,229,254,483,True,True,1.499552490392421,1.2274804582855554,-1.0651875214780833,-0.46938082716035,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-08,1,0,0,0.6,0.5909,0.18,0.4478,254,249,503,True,False,1.7162062962706628,1.7749630482659402,-1.3674758162782699,1.765890991655134,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-08,1,0,0,0.62,0.6061,0.17,0.3582,260,226,486,True,False,1.9254267502103106,1.9338470522653959,-1.414139617718602,1.039353881030003,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-08,1,0,0,0.64,0.6061,0.19,0.3284,232,244,476,True,False,2.127819714447313,1.9031859334310839,-1.2707457445664052,0.7981129763827712,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-08,1,0,0,0.62,0.6061,0.22,0.2985,185,226,411,True,False,1.86194010786389,1.8753154656333582,-1.0679760623501349,0.561191229769426,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-08,1,0,0,0.62,0.6061,0.25,0.3284,151,159,310,True,False,1.8389352368183596,1.85039475680859,-0.8685806605040672,0.7905557383168228,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-08,1,0,0,0.6,0.6061,0.23,0.3881,89,187,276,True,False,1.5908213790052437,1.8261888024270874,-0.9827486131159625,1.2498787130565459,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-04-08,1,0,0,0.56,0.5303,0.28,0.4179,65,146,211,False,False,1.1270921956464086,0.9174645412551093,-0.6599531983928165,1.471063630215332,False,False,False,False,True,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-08,1,0,0,0.52,0.5,0.34,0.2239,53,77,130,False,False,0.6740905264587006,0.5606353547032548,-0.2769492744183048,-0.03463543209571491,False,False,False,False,True,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-08,1,0,0,0.5,0.4848,0.36,0.2239,33,85,118,False,False,0.44861215068590404,0.38216020759842134,-0.14361143161752266,-0.03463543209571491,False,False,False,False,True,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-04-08,1,0,0,0.5,0.4848,0.39,0.2537,10,41,51,False,False,0.44861215068590404,0.38216020759842134,0.053236156016269846,0.19126588489719723,False,False,False,False,True,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-04-14,1,0,0,0.4,0.4091,0.58,0.1343,11,85,96,False,False,-0.4350009804393028,-0.21924829444568894,1.4135599258806855,-1.0693353000243975,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-04-14,1,0,0,0.4,0.4091,0.58,0.1343,10,60,70,False,False,-0.43344257603028474,-0.21814057931390154,1.394961608079147,-1.0585525133583071,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-04-14,1,0,0,0.38,0.3939,0.66,0.1343,3,53,56,False,False,-0.6614969446424163,-0.3991857219818646,1.921293448833975,-1.047358108503074,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-04-14,1,0,0,0.36,0.3636,0.66,0.0896,6,26,32,False,False,-0.8890735354557741,-0.7609524601553845,1.8878466691649356,-1.4001401753051832,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-14,1,0,0,0.36,0.3636,0.71,0.1045,5,9,14,False,False,-0.8890735354557741,-0.7646829110684624,2.1895755608049945,-1.2615322139499272,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-04-14,1,0,0,0.36,0.3636,0.66,0.1045,2,5,7,False,False,-0.8890735354557741,-0.7684356456333918,1.8152945914532614,-1.2484800373297353,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-04-14,1,0,0,0.34,0.3333,0.76,0.1642,2,19,21,False,False,-1.1247095281601145,-1.140066310326178,2.439045018083585,-0.7642245205104748,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-14,1,0,0,0.36,0.3636,0.71,0.1045,8,56,64,True,False,-0.8974673862206403,-0.7764617532427143,2.060662788810747,-1.2420423076681955,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-14,1,0,0,0.36,0.3485,0.71,0.1343,24,136,160,True,False,-0.9030321770844698,-0.9655820123280241,2.0221303843881997,-0.9955116685171019,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-14,1,0,0,0.42,0.4242,0.54,0.1343,59,206,265,True,False,-0.21266227254066367,-0.050933641545016936,0.9194398488490119,-0.985642026226625,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-14,1,0,0,0.46,0.4545,0.51,0.1642,139,267,406,True,False,0.24673773156962658,0.3120949091130093,0.7224234231665404,-0.7401185437281108,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-14,1,0,0,0.52,0.5,0.45,0.19399999999999998,207,357,564,True,True,0.9416197612216083,0.865853523453942,0.3392732439013619,-0.4988222534467298,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-14,1,0,0,0.58,0.5455,0.35,0.2537,274,404,678,True,True,1.6295818307603904,1.414297318800962,-0.29239114406452205,-0.023446027239712494,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-14,1,0,0,0.62,0.6212,0.33,0.2985,308,370,678,True,True,2.068419035414442,2.317728673162165,-0.4227534264523866,0.3331183361115709,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-14,1,0,0,0.64,0.6212,0.27,0.4478,288,372,660,True,False,2.259732434746398,2.270192050878233,-0.8051692588491952,1.5230807489344065,False,False,False,True,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-14,1,0,0,0.64,0.6212,0.27,0.3582,311,347,658,True,False,2.219565870558805,2.2291382578669454,-0.8085103194495036,0.795206760905084,False,False,False,True,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-14,1,0,0,0.64,0.6212,0.27,0.3582,253,329,582,True,False,2.1810614498578733,2.189813580642136,-0.8118691443984075,0.7911594845749496,False,False,False,True,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-14,1,0,0,0.62,0.6212,0.33,0.2537,251,309,560,True,False,1.9283914386092573,2.154650159502996,-0.43741650200904425,-0.029023280392846722,False,False,False,True,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-14,1,0,0,0.62,0.6212,0.35,0.2239,197,284,481,True,False,1.908338474595662,2.123647016459726,-0.3174889162784103,-0.2588825456789628,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-14,1,0,0,0.6,0.6212,0.4,0.1642,163,296,459,True,False,1.6730426045004663,2.0936787703044275,-0.005331153475556512,-0.7261788641485943,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-04-14,1,0,0,0.56,0.5303,0.46,0.1343,112,209,321,False,False,1.2313558344681557,1.0534988164417098,0.3723794739417375,-0.9566871815692312,False,False,False,False,True,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-14,1,0,0,0.56,0.5303,0.43,0.1343,53,167,220,False,False,1.2283066099712683,1.0514746247359,0.16897456350385096,-0.945924777624659,False,False,False,False,True,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-14,1,0,0,0.54,0.5152,0.52,0.1642,64,148,212,False,False,1.0066952605499477,0.8785353173546138,0.7472952712309998,-0.7025899102484714,False,False,False,False,True,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-04-14,1,0,0,0.54,0.5152,0.56,0.19399999999999998,45,151,196,False,False,1.0021256998357067,0.8752776194844404,0.9992548221485754,-0.46484268678850643,False,False,False,False,True,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-04-15,1,0,0,0.54,0.5152,0.56,0.19399999999999998,30,94,124,False,False,0.9957292593572149,0.8706475737362241,0.987819425560685,-0.46484268678850643,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-04-15,1,0,0,0.54,0.5152,0.56,0.1642,17,89,106,False,False,0.9878155076554155,0.8648047509477687,0.9762118999458765,-0.6988572451623695,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-04-15,1,0,0,0.54,0.5152,0.56,0.1045,20,54,74,False,False,0.9786871914307482,0.8579236147523654,0.9646838870016847,-1.1666162898200263,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-04-15,1,0,0,0.52,0.5,0.59,0.1343,18,27,45,False,False,0.7589169450747337,0.6842319984304974,1.1506772884304395,-0.9220632353583241,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-15,1,0,0,0.54,0.5152,0.52,0.0,2,10,12,False,False,0.9630131858001411,0.8459607608370003,0.6764564324155008,-1.9696549401822974,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-04-15,1,0,0,0.5,0.4848,0.68,0.1642,4,6,10,False,False,0.5334078064819309,0.5057155286448948,1.722398882192264,-0.6687018764860252,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-04-15,1,0,0,0.5,0.4848,0.63,0.1343,5,11,16,False,False,0.5271431943076524,0.5005645990309056,1.3697963044802408,-0.9181049874633078,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-15,1,0,0,0.5,0.4848,0.63,0.1045,16,30,46,True,False,0.5200647785696456,0.49464599459837144,1.3558867691937133,-1.1692704624767096,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-15,1,0,0,0.52,0.5,0.59,0.0,33,64,97,True,False,0.7227371715065309,0.6543663614171498,1.0802773420069651,-2.0188065463586584,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-15,1,0,0,0.54,0.5152,0.56,0.2239,97,154,251,True,False,0.9245502628662986,0.8133783385205213,0.8734985746451289,-0.21907017937366,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-15,1,0,0,0.58,0.5455,0.53,0.2239,186,235,421,True,False,1.3345552214572347,1.1360440596354515,0.6693647552030612,-0.22058336747557805,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-15,1,0,0,0.62,0.6212,0.46,0.2985,227,301,528,True,True,1.7369784957598633,1.948280286816508,0.20703093113043958,0.36969874122705865,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-15,1,0,0,0.64,0.6212,0.44,0.2836,275,360,635,True,True,1.922641326711049,1.9190627285931419,0.06966708243602467,0.24822312259421767,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-15,1,0,0,0.66,0.6212,0.44,0.2836,298,383,681,True,True,2.0996717679351136,1.8907998702885787,0.06256923688548884,0.24822312259421767,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-15,1,0,0,0.7,0.6364,0.39,0.2836,282,346,628,True,False,2.4758734553592086,2.0279498299621226,-0.2729225508168838,0.24677005359143156,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-15,1,0,0,0.7,0.6364,0.39,0.3881,266,351,617,True,False,2.4357449641125015,2.0045128196771844,-0.2805853846784344,1.069035137991963,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-15,1,0,0,0.72,0.6515,0.39,0.3582,286,330,616,True,False,2.600127067233778,2.148937418580829,-0.2911944254567684,0.8381668540275693,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-15,1,0,0,0.7,0.6364,0.42,0.3284,262,361,623,True,False,2.3669020810211245,1.978189309761255,-0.10140954309239682,0.6012915555199021,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-15,1,0,0,0.7,0.6364,0.42,0.2537,184,295,479,True,False,2.3463906705812163,1.9695942239260542,-0.11149966620014357,0.007513542146655689,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-15,1,0,0,0.7,0.6364,0.42,0.2537,114,265,379,True,False,2.320752277451162,1.961086808962714,-0.1203242300500539,0.00963706755674726,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-04-15,1,0,0,0.64,0.6212,0.5,0.2239,86,205,291,False,False,1.7235525149382505,1.7968048062642805,0.41933144338364564,-0.22404266685599925,False,False,False,False,True,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-15,1,0,0,0.62,0.6212,0.57,0.2537,76,153,229,False,False,1.525205455128779,1.7930278649017517,0.8921506620509272,0.02103951537856572,False,False,False,False,True,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-15,1,0,0,0.68,0.6364,0.44,0.3582,37,97,134,False,False,2.083274945519225,1.9289118894750306,-0.013939182325704404,0.8682351323875568,False,False,False,False,True,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-04-15,1,0,0,0.66,0.6212,0.5,0.3881,25,65,90,False,False,1.8627837786332309,1.7483991875350016,0.3958055292307868,1.0996291979805972,False,False,False,False,True,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-04-16,1,1,0,0.64,0.6212,0.53,0.3284,15,26,41,False,False,1.650481286156342,1.7252937450678527,0.5973036451658974,0.6112501023716821,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-04-16,1,1,0,0.62,0.6061,0.61,0.3582,7,21,28,False,False,1.4463715611791077,1.5534656264289366,1.142932129497435,0.8447608333961363,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-04-16,1,1,0,0.6,0.6061,0.64,0.2537,5,9,14,False,False,1.2472513409749204,1.5346268986690788,1.3362080432053105,0.007530978652647915,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-04-16,1,1,0,0.58,0.5455,0.68,0.19399999999999998,3,5,8,False,False,1.0521005424163816,0.9241276227030296,1.5935898886223452,-0.47474902592663365,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-16,1,1,0,0.54,0.5152,0.77,0.2239,0,6,6,False,False,0.6796856319481517,0.6217384983971482,2.1833928482185874,-0.2360367700898888,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-04-16,1,1,0,0.54,0.5152,0.77,0.2239,4,34,38,False,False,0.6734736409925891,0.6166663310607796,2.140920523093445,-0.2391988513007132,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-04-16,1,1,0,0.52,0.5,0.83,0.1642,10,123,133,False,False,0.4864811231683396,0.4640641127074658,2.5051143789999433,-0.7182659722849952,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-16,1,1,0,0.52,0.5,0.83,0.1343,20,367,387,True,False,0.48191996140022975,0.4602898801970091,2.451613660149619,-0.9551918412359529,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-16,1,1,0,0.56,0.5303,0.83,0.1642,48,549,597,True,False,0.8378570146901165,0.7495769610301345,2.399185996060993,-0.710163802665659,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
